"id","title","description","link","image_link","price","availability","condition","brand"
"P001","Restaurant Closing Checklist","A professional printable restaurant closing checklist designed to help managers and staff complete cleaning, food-safety, cash-handling, equipment, stocking, and security procedures consistently.","https://dailyopsstudio.com/products/restaurant-closing-checklist","https://dailyopsstudio.com/images/products/restaurant-closing-checklist.png","8.54 EUR","in stock","new","DailyOpsStudio"
